race,cand_name,cand_img,cand_details,race_code,url,vs_state,vs_office,district_no
"
                  Minnesota
                  U.S. House
                  
                  District 
                  1
                  
                  (Special Election)
                ",Haroun McClellan,//static.votesmart.org/static/canphoto/206810.jpg,"
                Haroun McClellan

                (Lost)

                Grassroots - Legalize Cannabis
              ",H,https://static.votesmart.org/static/canphoto/206810.jpg,"Minnesota
","U.S. House
","1
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  1
                  
                  (Special Election)
                ",Richard Reisdorf,//static.votesmart.org/static/canphoto/206800.jpg,"
                Richard Reisdorf

                (Lost)

                Legal Marijuana Now
              ",H,https://static.votesmart.org/static/canphoto/206800.jpg,"Minnesota
","U.S. House
","1
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Brian Abrahamson,//static.votesmart.org/static/canphoto/171368.jpg,"
                Brian Abrahamson

                (Running)

                Grassroots - Legalize Cannabis
              ",H,https://static.votesmart.org/static/canphoto/171368.jpg,"Minnesota
","U.S. House
","1
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Jeff Ettinger,//static.votesmart.org/static/canphoto/206804.jpg,"
                Jeff Ettinger

                (Running)

                Democratic/Farmer/Labor
              ",H,https://static.votesmart.org/static/canphoto/206804.jpg,"Minnesota
","U.S. House
","1
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Brad Finstad,//static.votesmart.org/static/canphoto/38612.jpg,"
                Brad Finstad

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/38612.jpg,"Minnesota
","U.S. House
","1
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Richard Reisdorf,//static.votesmart.org/static/canphoto/206800.jpg,"
                Richard Reisdorf

                (Running)

                Legal Marijuana Now
              ",H,https://static.votesmart.org/static/canphoto/206800.jpg,"Minnesota
","U.S. House
","1
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Angie Craig,//static.votesmart.org/static/canphoto/166261.jpg,"
                Angie Craig

                (Running)

                Democratic/Farmer/Labor
              ",H,https://static.votesmart.org/static/canphoto/166261.jpg,"Minnesota
","U.S. House
","2
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Tyler Kistner,//static.votesmart.org/static/canphoto/192397.jpg,"
                Tyler Kistner

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/192397.jpg,"Minnesota
","U.S. House
","2
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Paula Overby,//static.votesmart.org/static/canphoto/146030.jpg,"
                Paula Overby

                (Deceased)

                Legal Marijuana Now
              ",H,https://static.votesmart.org/static/canphoto/146030.jpg,"Minnesota
","U.S. House
","2
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  3
                  
                  
                ",Dean Phillips,//static.votesmart.org/static/canphoto/181357.jpg,"
                Dean Phillips

                (Running)

                Democratic/Farmer/Labor
              ",H,https://static.votesmart.org/static/canphoto/181357.jpg,"Minnesota
","U.S. House
","3
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  3
                  
                  
                ",Tom Weiler,//static.votesmart.org/static/canphoto/207731.jpg,"
                Tom Weiler

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/207731.jpg,"Minnesota
","U.S. House
","3
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",Betty McCollum,//static.votesmart.org/static/canphoto/3812.jpg,"
                Betty McCollum

                (Running)

                Democratic/Farmer/Labor
              ",H,https://static.votesmart.org/static/canphoto/3812.jpg,"Minnesota
","U.S. House
","4
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",May Xiong,//static.votesmart.org/static/canphoto/207733.jpg,"
                May Xiong

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/207733.jpg,"Minnesota
","U.S. House
","4
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  5
                  
                  
                ",Cicely Davis,//static.votesmart.org/static/canphoto/207736.jpg,"
                Cicely Davis

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/207736.jpg,"Minnesota
","U.S. House
","5
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  5
                  
                  
                ",Ilhan Omar,//static.votesmart.org/static/canphoto/171628.jpg,"
                Ilhan Omar

                (Running)

                Democratic/Farmer/Labor
              ",H,https://static.votesmart.org/static/canphoto/171628.jpg,"Minnesota
","U.S. House
","5
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  6
                  
                  
                ",Tom Emmer,//static.votesmart.org/static/canphoto/38894.jpg,"
                Tom Emmer

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/38894.jpg,"Minnesota
","U.S. House
","6
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  6
                  
                  
                ",Jeanne Hendricks,//static.votesmart.org/static/canphoto/207741.jpg,"
                Jeanne Hendricks

                (Running)

                Democratic/Farmer/Labor
              ",H,https://static.votesmart.org/static/canphoto/207741.jpg,"Minnesota
","U.S. House
","6
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  7
                  
                  
                ",Jill Abahsain,//static.votesmart.org/static/canphoto/194024.jpg,"
                Jill Abahsain

                (Running)

                Democratic/Farmer/Labor
              ",H,https://static.votesmart.org/static/canphoto/194024.jpg,"Minnesota
","U.S. House
","7
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  7
                  
                  
                ",Michelle Fischbach,//static.votesmart.org/static/canphoto/3882.jpg,"
                Michelle Fischbach

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/3882.jpg,"Minnesota
","U.S. House
","7
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  7
                  
                  
                ",Travis Johnson,//static.votesmart.org/static/canphoto/207742.jpg,"
                Travis Johnson

                (Running)

                Legal Marijuana Now
              ",H,https://static.votesmart.org/static/canphoto/207742.jpg,"Minnesota
","U.S. House
","7
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  8
                  
                  
                ",Jennifer Schultz,//static.votesmart.org/static/canphoto/152798.jpg,"
                Jennifer Schultz

                (Running)

                Democratic/Farmer/Labor
              ",H,https://static.votesmart.org/static/canphoto/152798.jpg,"Minnesota
","U.S. House
","8
"
"
                  Minnesota
                  U.S. House
                  
                  District 
                  8
                  
                  
                ",Peter Stauber,//static.votesmart.org/static/canphoto/159954.jpg,"
                Peter Stauber

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/159954.jpg,"Minnesota
","U.S. House
","8
"
"
                  Missouri
                  U.S. Senate
                  
                  
                ",Trudy Busch Valentine,//static.votesmart.org/static/canphoto/205839.jpg,"
                Trudy Busch Valentine

                (Running)

                Democratic
              ",S,https://static.votesmart.org/static/canphoto/205839.jpg,"Missouri
","U.S. Senate
",
"
                  Missouri
                  U.S. Senate
                  
                  
                ",Jonathan Dine,//static.votesmart.org/static/canphoto/123277.jpg,"
                Jonathan Dine

                (Running)

                Libertarian
              ",S,https://static.votesmart.org/static/canphoto/123277.jpg,"Missouri
","U.S. Senate
",
"
                  Missouri
                  U.S. Senate
                  
                  
                ",Eric Schmitt,//static.votesmart.org/static/canphoto/104474.jpg,"
                Eric Schmitt

                (Running)

                Republican
              ",S,https://static.votesmart.org/static/canphoto/104474.jpg,"Missouri
","U.S. Senate
",
"
                  Missouri
                  U.S. Senate
                  
                  
                ",Paul Venable,//static.votesmart.org/static/canphoto/103848.jpg,"
                Paul Venable

                (Running)

                Constitution
              ",S,https://static.votesmart.org/static/canphoto/103848.jpg,"Missouri
","U.S. Senate
",
"
                  Missouri
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Cori Bush,//static.votesmart.org/static/canphoto/169020.jpg,"
                Cori Bush

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/169020.jpg,"Missouri
","U.S. House
","1
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Andrew Jones,//static.votesmart.org/static/canphoto/205840.jpg,"
                Andrew Jones

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/205840.jpg,"Missouri
","U.S. House
","1
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",George Zsidsin,//static.votesmart.org/static/canphoto/205845.jpg,"
                George Zsidsin

                (Running)

                Libertarian
              ",H,https://static.votesmart.org/static/canphoto/205845.jpg,"Missouri
","U.S. House
","1
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Trish Gunby,//static.votesmart.org/static/canphoto/186490.jpg,"
                Trish Gunby

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/186490.jpg,"Missouri
","U.S. House
","2
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Bill Slantz,//static.votesmart.org/static/canphoto/183302.jpg,"
                Bill Slantz

                (Running)

                Libertarian
              ",H,https://static.votesmart.org/static/canphoto/183302.jpg,"Missouri
","U.S. House
","2
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Ann Wagner,//static.votesmart.org/static/canphoto/136083.jpg,"
                Ann Wagner

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/136083.jpg,"Missouri
","U.S. House
","2
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  3
                  
                  
                ",Blaine Luetkemeyer,//static.votesmart.org/static/canphoto/20400.jpg,"
                Blaine Luetkemeyer

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/20400.jpg,"Missouri
","U.S. House
","3
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  3
                  
                  
                ",Bethany Mann,//static.votesmart.org/static/canphoto/205853.jpg,"
                Bethany Mann

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/205853.jpg,"Missouri
","U.S. House
","3
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",Mark Alford,//static.votesmart.org/static/canphoto/205858.jpg,"
                Mark Alford

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/205858.jpg,"Missouri
","U.S. House
","4
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",Randy Langkraehr,//static.votesmart.org/static/canphoto/39194.jpg,"
                Randy Langkraehr

                (Running)

                Libertarian
              ",H,https://static.votesmart.org/static/canphoto/39194.jpg,"Missouri
","U.S. House
","4
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",Jack Truman,//static.votesmart.org/static/canphoto/39725.jpg,"
                Jack Truman

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/39725.jpg,"Missouri
","U.S. House
","4
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  5
                  
                  
                ",Emanuel Cleaver II,//static.votesmart.org/static/canphoto/39507.jpg,"
                Emanuel Cleaver II

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/39507.jpg,"Missouri
","U.S. House
","5
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  5
                  
                  
                ",Robin Dominick,//static.votesmart.org/static/canphoto/192102.jpg,"
                Robin Dominick

                (Running)

                Libertarian
              ",H,https://static.votesmart.org/static/canphoto/192102.jpg,"Missouri
","U.S. House
","5
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  5
                  
                  
                ",Jacob Turk,//static.votesmart.org/static/canphoto/65309.jpg,"
                Jacob Turk

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/65309.jpg,"Missouri
","U.S. House
","5
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  6
                  
                  
                ",Sam Graves,//static.votesmart.org/static/canphoto/9425.jpg,"
                Sam Graves

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/9425.jpg,"Missouri
","U.S. House
","6
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  6
                  
                  
                ",Edward Maidment,//static.votesmart.org/static/canphoto/205865.jpg,"
                Edward Maidment

                (Running)

                Libertarian
              ",H,https://static.votesmart.org/static/canphoto/205865.jpg,"Missouri
","U.S. House
","6
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  6
                  
                  
                ",Henry Martin,//static.votesmart.org/static/canphoto/180524.jpg,"
                Henry Martin

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/180524.jpg,"Missouri
","U.S. House
","6
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  7
                  
                  
                ",Eric Burlison,//static.votesmart.org/static/canphoto/104635.jpg,"
                Eric Burlison

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/104635.jpg,"Missouri
","U.S. House
","7
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  7
                  
                  
                ",Kevin Craig,//static.votesmart.org/static/canphoto/39580.jpg,"
                Kevin Craig

                (Running)

                Libertarian
              ",H,https://static.votesmart.org/static/canphoto/39580.jpg,"Missouri
","U.S. House
","7
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  7
                  
                  
                ",Kristen Radaker-Sheafer,//static.votesmart.org/static/canphoto/205870.jpg,"
                Kristen Radaker-Sheafer

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/205870.jpg,"Missouri
","U.S. House
","7
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  8
                  
                  
                ",Jim Higgins,//static.votesmart.org/static/canphoto/1309.jpg,"
                Jim Higgins

                (Running)

                Libertarian
              ",H,https://static.votesmart.org/static/canphoto/1309.jpg,"Missouri
","U.S. House
","8
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  8
                  
                  
                ",Randi McCallian,//static.votesmart.org/static/canphoto/205873.jpg,"
                Randi McCallian

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/205873.jpg,"Missouri
","U.S. House
","8
"
"
                  Missouri
                  U.S. House
                  
                  District 
                  8
                  
                  
                ",Jason Smith,//static.votesmart.org/static/canphoto/59318.jpg,"
                Jason Smith

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/59318.jpg,"Missouri
","U.S. House
","8
"
"
                  Mississippi
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Dianne Black,//static.votesmart.org/static/canphoto/186577.jpg,"
                Dianne Black

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/186577.jpg,"Mississippi
","U.S. House
","1
"
"
                  Mississippi
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Trent Kelly,//static.votesmart.org/static/canphoto/156389.jpg,"
                Trent Kelly

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/156389.jpg,"Mississippi
","U.S. House
","1
"
"
                  Mississippi
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Brian Flowers,//static.votesmart.org/static/canphoto/188869.jpg,"
                Brian Flowers

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/188869.jpg,"Mississippi
","U.S. House
","2
"
"
                  Mississippi
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Bennie Thompson,//static.votesmart.org/static/canphoto/26929.jpg,"
                Bennie Thompson

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/26929.jpg,"Mississippi
","U.S. House
","2
"
"
                  Mississippi
                  U.S. House
                  
                  District 
                  3
                  
                  
                ",Michael Guest,//static.votesmart.org/static/canphoto/179667.jpg,"
                Michael Guest

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/179667.jpg,"Mississippi
","U.S. House
","3
"
"
                  Mississippi
                  U.S. House
                  
                  District 
                  3
                  
                  
                ",Shuwaski Young,//static.votesmart.org/static/canphoto/202519.jpg,"
                Shuwaski Young

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/202519.jpg,"Mississippi
","U.S. House
","3
"
"
                  Mississippi
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",Johnny DuPree,//static.votesmart.org/static/canphoto/76406.jpg,"
                Johnny DuPree

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/76406.jpg,"Mississippi
","U.S. House
","4
"
"
                  Mississippi
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",Mike Ezell,//static.votesmart.org/static/canphoto/202526.jpg,"
                Mike Ezell

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/202526.jpg,"Mississippi
","U.S. House
","4
"
"
                  Mississippi
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",Jesse Hudson,//static.votesmart.org/static/canphoto/202535.jpg,"
                Jesse Hudson

                (Withdrawn)

                No Party Affiliation
              ",H,https://static.votesmart.org/static/canphoto/202535.jpg,"Mississippi
","U.S. House
","4
"
"
                  Mississippi
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",Alden Johnson,//static.votesmart.org/static/canphoto/202534.jpg,"
                Alden Johnson

                (Running)

                Libertarian
              ",H,https://static.votesmart.org/static/canphoto/202534.jpg,"Mississippi
","U.S. House
","4
"
"
                  Mississippi
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",Aaron Lee,//static.votesmart.org/static/canphoto/202537.jpg,"
                Aaron Lee

                (Withdrawn)

                No Party Affiliation
              ",H,https://static.votesmart.org/static/canphoto/202537.jpg,"Mississippi
","U.S. House
","4
"
"
                  Montana
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",John Lamb,//static.votesmart.org/static/canphoto/190443.jpg,"
                John Lamb

                (Running)

                Libertarian
              ",H,https://static.votesmart.org/static/canphoto/190443.jpg,"Montana
","U.S. House
","1
"
"
                  Montana
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Monica Tranel,//static.votesmart.org/static/canphoto/40352.jpg,"
                Monica Tranel

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/40352.jpg,"Montana
","U.S. House
","1
"
"
                  Montana
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Ryan Zinke,//static.votesmart.org/static/canphoto/104073.jpg,"
                Ryan Zinke

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/104073.jpg,"Montana
","U.S. House
","1
"
"
                  Montana
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Gary Buchanan,//static.votesmart.org/static/canphoto/205254.jpg,"
                Gary Buchanan

                (Running)

                Independent
              ",H,https://static.votesmart.org/static/canphoto/205254.jpg,"Montana
","U.S. House
","2
"
"
                  Montana
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Sam Rankin,//static.votesmart.org/static/canphoto/40574.jpg,"
                Sam Rankin

                (Running)

                Libertarian
              ",H,https://static.votesmart.org/static/canphoto/40574.jpg,"Montana
","U.S. House
","2
"
"
                  Montana
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Penny Ronning,//static.votesmart.org/static/canphoto/189160.jpg,"
                Penny Ronning

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/189160.jpg,"Montana
","U.S. House
","2
"
"
                  Montana
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Matt Rosendale,//static.votesmart.org/static/canphoto/120815.jpg,"
                Matt Rosendale

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/120815.jpg,"Montana
","U.S. House
","2
"
"
                  North Carolina
                  U.S. Senate
                  
                  
                ",Cheri Beasley,//static.votesmart.org/static/canphoto/144317.jpg,"
                Cheri Beasley

                (Running)

                Democratic
              ",S,https://static.votesmart.org/static/canphoto/144317.jpg,"North Carolina
","U.S. Senate
",
"
                  North Carolina
                  U.S. Senate
                  
                  
                ",Shannon Bray,//static.votesmart.org/static/canphoto/186258.jpg,"
                Shannon Bray

                (Running)

                Libertarian
              ",S,https://static.votesmart.org/static/canphoto/186258.jpg,"North Carolina
","U.S. Senate
",
"
                  North Carolina
                  U.S. Senate
                  
                  
                ",Ted Budd,//static.votesmart.org/static/canphoto/171489.jpg,"
                Ted Budd

                (Running)

                Republican
              ",S,https://static.votesmart.org/static/canphoto/171489.jpg,"North Carolina
","U.S. Senate
",
"
                  North Carolina
                  U.S. Senate
                  
                  
                ",Matthew Hoh,//static.votesmart.org/static/canphoto/207108.jpg,"
                Matthew Hoh

                (Running)

                Green Party
              ",S,https://static.votesmart.org/static/canphoto/207108.jpg,"North Carolina
","U.S. Senate
",
"
                  North Carolina
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Don Davis,//static.votesmart.org/static/canphoto/102950.jpg,"
                Don Davis

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/102950.jpg,"North Carolina
","U.S. House
","
                  1
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  1
                  
                  
                ",Sandra Smith,//static.votesmart.org/static/canphoto/188546.jpg,"
                Sandra Smith

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/188546.jpg,"North Carolina
","U.S. House
","
                  1
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Deborah Ross,//static.votesmart.org/static/canphoto/41560.jpg,"
                Deborah Ross

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/41560.jpg,"North Carolina
","U.S. House
","
                  2
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  2
                  
                  
                ",Christine Villaverde,//static.votesmart.org/static/canphoto/202591.jpg,"
                Christine Villaverde

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/202591.jpg,"North Carolina
","U.S. House
","
                  2
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  3
                  
                  
                ",Barbara Gaskins,//static.votesmart.org/static/canphoto/202596.jpg,"
                Barbara Gaskins

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/202596.jpg,"North Carolina
","U.S. House
","
                  3
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  3
                  
                  
                ",Greg Murphy,//static.votesmart.org/static/canphoto/166135.jpg,"
                Greg Murphy

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/166135.jpg,"North Carolina
","U.S. House
","
                  3
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",Valerie Foushee,//static.votesmart.org/static/canphoto/93091.jpg,"
                Valerie Foushee

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/93091.jpg,"North Carolina
","U.S. House
","
                  4
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  4
                  
                  
                ",Courtney Geels,//static.votesmart.org/static/canphoto/202605.jpg,"
                Courtney Geels

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/202605.jpg,"North Carolina
","U.S. House
","
                  4
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  5
                  
                  
                ",Virginia Foxx,//static.votesmart.org/static/canphoto/6051.jpg,"
                Virginia Foxx

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/6051.jpg,"North Carolina
","U.S. House
","
                  5
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  5
                  
                  
                ",Kyle Parrish,//static.votesmart.org/static/canphoto/202607.jpg,"
                Kyle Parrish

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/202607.jpg,"North Carolina
","U.S. House
","
                  5
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  6
                  
                  
                ",Christian Castelli,//static.votesmart.org/static/canphoto/202613.jpg,"
                Christian Castelli

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/202613.jpg,"North Carolina
","U.S. House
","
                  6
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  6
                  
                  
                ",Kathy Manning,//static.votesmart.org/static/canphoto/178304.jpg,"
                Kathy Manning

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/178304.jpg,"North Carolina
","U.S. House
","
                  6
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  6
                  
                  
                ",Thomas Watercott,//static.votesmart.org/static/canphoto/202609.jpg,"
                Thomas Watercott

                (Running)

                Libertarian
              ",H,https://static.votesmart.org/static/canphoto/202609.jpg,"North Carolina
","U.S. House
","
                  6
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  7
                  
                  
                ",Charles Graham,//static.votesmart.org/static/canphoto/103039.jpg,"
                Charles Graham

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/103039.jpg,"North Carolina
","U.S. House
","
                  7
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  7
                  
                  
                ",David Rouzer,//static.votesmart.org/static/canphoto/102964.jpg,"
                David Rouzer

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/102964.jpg,"North Carolina
","U.S. House
","
                  7
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  8
                  
                  
                ",Dan Bishop,//static.votesmart.org/static/canphoto/92423.jpg,"
                Dan Bishop

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/92423.jpg,"North Carolina
","U.S. House
","
                  8
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  8
                  
                  
                ",Scott Huffman,//static.votesmart.org/static/canphoto/178285.jpg,"
                Scott Huffman

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/178285.jpg,"North Carolina
","U.S. House
","
                  8
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  9
                  
                  
                ",Ben Clark III,//static.votesmart.org/static/canphoto/117777.jpg,"
                Ben Clark III

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/117777.jpg,"North Carolina
","U.S. House
","
                  9
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  9
                  
                  
                ","Richard Hudson, Jr.",//static.votesmart.org/static/canphoto/136448.jpg,"
                Richard Hudson, Jr.

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/136448.jpg,"North Carolina
","U.S. House
","
                  9
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  10
                  
                  
                ",Pamela Genant,//static.votesmart.org/static/canphoto/202623.jpg,"
                Pamela Genant

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/202623.jpg,"North Carolina
","U.S. House
","
                  10
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  10
                  
                  
                ",Patrick McHenry,//static.votesmart.org/static/canphoto/21031.jpg,"
                Patrick McHenry

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/21031.jpg,"North Carolina
","U.S. House
","
                  10
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  11
                  
                  
                ",Jasmine Beach-Ferrara,//static.votesmart.org/static/canphoto/200858.jpg,"
                Jasmine Beach-Ferrara

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/200858.jpg,"North Carolina
","U.S. House
","
                  11
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  11
                  
                  
                ",David Coatney,//static.votesmart.org/static/canphoto/202631.jpg,"
                David Coatney

                (Running)

                Libertarian
              ",H,https://static.votesmart.org/static/canphoto/202631.jpg,"North Carolina
","U.S. House
","
                  11
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  11
                  
                  
                ",Charles Edwards,//static.votesmart.org/static/canphoto/166600.jpg,"
                Charles Edwards

                (Running)

                Republican
              ",H,https://static.votesmart.org/static/canphoto/166600.jpg,"North Carolina
","U.S. House
","
                  11
"
"
                  North Carolina
                  U.S. House
                  
                  District 
                  12
                  
                  
                ",Alma Adams,//static.votesmart.org/static/canphoto/5935.jpg,"
                Alma Adams

                (Running)

                Democratic
              ",H,https://static.votesmart.org/static/canphoto/5935.jpg,"North Carolina
","U.S. House
","
                  12
"
