wmpid,face_url_2022,face_category_2022,face_2022,full_name
WMPID4207,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/MatthewDiemer2.png,House,yes,Matthew Diemer
WMPID1568,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Max-Miller.PNG,House,yes,Max Miller
WMPID4392,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Adam_Martin.jpeg,House,yes,Adam Martin
WMPID4465,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Avery_Frix_portrait.jpg,House,yes,Avery Frix
WMPID3542,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Naomi-Andrews.PNG,House,yes,Naomi Andrews
WMPID3085,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Josh-Brecheen.PNG,House,yes,Josh Brecheen
WMPID4923,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Josh-Brecheen.PNG,House,yes,Bulldog Ben Robinson
WMPID4920,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/jross.jpg,House,yes,Jeremiah Ross
WMPID835,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Tom_Cole.jpg,House,yes,Tom Cole
WMPID3077,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Joshua-HarrisTill.PNG,House,yes,Joshua Harris-Till
WMPID4909,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/David_Frosch.jpeg,House,yes,David Frosch
WMPID836,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Suzanne_Bonamici.jpg,House,yes,Suzanne Bonamici
WMPID4638,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,House,yes,Nicholas Rascon
WMPID4232,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Chris-Mann.PNG,House,yes,Christopher Allan Mann
WMPID3110,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JosephYetter.jpg,House,yes,Joseph Frederick III Yetter
WMPID4342,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Val_Hoyle_square.jpg,House,yes,Valerie Hoyle
WMPID5119,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Levi_Leatherberry.jpg,House,yes,Levi Leatherberry
WMPID3896,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Lori_Chavez-DeRemer.jpeg,House,yes,Lori Chavez-Deremer
WMPID4643,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Andrea-Salinas.PNG,House,yes,Andrea Salinas
WMPID2170,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Mike_Erickson.jpg,House,yes,Mike Erickson
WMPID5117,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Andrea-Salinas.PNG,House,yes,Larry Mcfarland
WMPID3124,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Caroline_Avery.png,House,yes,Henry Conoly
WMPID4502,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Ashley-Ehasz.PNG,House,yes,Ashley Ehasz
WMPID1701,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Ashley-Ehasz.PNG,House,yes,Caroline Avery
WMPID3576,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Mar232020541PM_80182230_HB_Pic.jpg,House,yes,Haroon Bashir
WMPID837,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/scott_perry.jpg,House,yes,Scott Perry
WMPID2876,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Christian-Nascimento.PNG,House,yes,Christian Nascimento
WMPID3975,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/David_Galluch.jpeg,House,yes,David Galluch
WMPID4237,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Mary_Gay_Scanlon.jpg,House,yes,Robert Margus
WMPID3395,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/GuyCiarrocchi.jpeg,House,yes,Guy Ciarrocchi
WMPID1613,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Amanda-Waldman.PNG,House,yes,Amanda Waldman
WMPID2625,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Shamaine-Daniels.PNG,House,yes,Shamaine Daniels
WMPID3796,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/BobHollister.jpg,House,yes,Robert Michael III Hollister
WMPID1703,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Michael-Doyle.PNG,House,yes,Michael Doyle
WMPID4937,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/MichaelMolesevich.jpg,House,yes,Mike Molesevich
WMPID2044,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Dan_Pastore.png,House,yes,Daniel Pastore
WMPID838,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Matt_Cartwright__official_portrait__113th_Congress-7_fixed.jpg,House,yes,Matt Cartwright
WMPID3081,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Christopher-DeLuzio.PNG,House,yes,Christopher Deluzio
WMPID2949,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jeremy_Shaffer.png,House,yes,Jeremy Shaffer
WMPID2092,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Christopher-DeLuzio.PNG,House,yes,Walter Steve Sluzynsky
WMPID2611,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/slee.jpg,House,yes,Summer Lee
WMPID1421,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Allen_Waters_01.jpg,House,yes,Allen Waters
WMPID3071,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Seth-Magaziner.PNG,House,yes,Seth Magaziner
WMPID4637,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Allan_Fung.jpg,House,yes,Allan Fung
WMPID4956,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Bill_Gilbert_2018.png,House,yes,William Gilbert
WMPID4171,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Annieandrews.jpg,House,yes,Annie Andrews
WMPID839,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/James_Clyburn.jpg,House,yes,James E Clyburn
WMPID840,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Joe_Wilson.jpeg,House,yes,Joe Wilson
WMPID4645,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JuddLarkins.jpg,House,yes,Juddson Larkins
WMPID5111,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Joe_Oddo.jpg,House,yes,Joseph Oddo
WMPID841,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,House,yes,Michael Chandler
WMPID4826,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Ken_Hill2.png,House,yes,Ken Hill
WMPID4870,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Evangeline_Hundley1.jpeg,House,yes,Evangeline Hundley
WMPID2626,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/DukeBuckner.jpg,House,yes,Duke Buckner
WMPID2653,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Russell_Fry.jpg,House,yes,Russell Fry
WMPID4167,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Daryl_Scott.jpg,House,yes,Daryl Scott
WMPID5122,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Collin_Duprel2.jpg,House,yes,Collin Duprel
WMPID4286,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Cameron-Parsons.PNG,House,yes,Cameron Parsons
WMPID5023,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Matt_Makrom.jpeg,House,yes,Ahmed Matthew Makrom
WMPID3099,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Mark_Harmon2022.jpg,House,yes,Mark Desmond Harmon
WMPID2587,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/ClydeBenson.jpg,House,yes,Clyde Benson
WMPID1700,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Odessa_Kelly.jpeg,House,yes,Jacquelyn Odessa Kelly
WMPID2705,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/rshannon.jpg,House,yes,Richard Alan Jr. Shannon
WMPID3239,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/DerrickBrantley.jpeg,House,yes,Derrick Brantley
WMPID4517,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Heidi__Cambell.JPG,House,yes,Heidi Campbell
WMPID4099,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Andy-Ogles.PNG,House,yes,Andy Ogles
WMPID5071,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,House,yes,I.O. Cooper
WMPID4857,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Randal-Cooper.PNG,House,yes,Randal Dean Cooper
WMPID844,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/David_Kustoff.jpg,House,yes,David Kustoff
WMPID5163,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Ronnie_Henley1.jpg,House,yes,James Hart
WMPID4950,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/James-Hart.jpg,House,yes,Lynnette Williams
WMPID5165,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Tim_McDonald1.jpg,House,yes,Ronnie Henley
WMPID846,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Clark_Patterson.jpg,House,yes,Clark Paterson
WMPID4217,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Nathaniel-Moran.PNG,House,yes,Nathaniel Quentin Moran
WMPID3240,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jrmar_Jefferson2022.jpg,House,yes,Jrmar Jefferson
WMPID4285,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/_Robin_Fulford_.jpg,House,yes,Robin Dawn Fulford
WMPID847,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/PeteSessions.jpg,House,yes,Pete Sessions
WMPID1718,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Sandeep-Srivastava.png,House,yes,Sandeep Kumar Srivastava
WMPID4189,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/kself.jpg,House,yes,Keith Alan Self
WMPID3054,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Iroghama-Omere.jpg,House,yes,Iroghama Omere
WMPID5030,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/John_Simmons.jpeg,House,yes,John Simmons
WMPID3260,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Tartisha-Hill.jpg,House,yes,Tartisha Hill
WMPID3233,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Takona_Scauflaire.jpg,House,yes,Takona Eileen Scauflaire
WMPID2639,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Morgan_Luttrell.jpg,House,yes,Morgan Joe Luttrell
WMPID3337,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,House,yes,Randall Lee Addison
WMPID3964,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/JimmyLeon.jpg,House,yes,Jimmy Leon
WMPID2970,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/TreyHunt.png,House,yes,Trey Joseph Hunt
WMPID3470,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/_Kathleen_Brown_.jpg,House,yes,Mary Kathleen Brown
WMPID848,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Randy_Weber.jpg,House,yes,Randy Weber
WMPID3257,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Michelle_Vallejo.jpeg,House,yes,Michelle Vallejo
WMPID3277,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Mary-Jo-Woods.jpg,House,yes,Marshall Woods
WMPID1707,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/_Carmen_Maria_Montiel_.jpg,House,yes,Carmen Montiel
WMPID3459,,House,yes,Tina Richel Seals Singh Chaudry Kumar
WMPID2284,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Nathan_Lewis.png,House,yes,Nathan Allen Lewis
WMPID3448,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Kyle-Sinclair.jpg,House,yes,Kyle Sinclair
WMPID4258,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Joseph-Leblanc.PNG,House,yes,Jamie Kaye Jordan
WMPID849,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Henry_Cuellar.jpg,House,yes,Henry Cuellar
WMPID3703,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/John-Lira.jpg,House,yes,John Lira
WMPID4195,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/FranciscoLopez2.jpg,House,yes,Francisco Jr Lopez
WMPID4535,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,House,yes,Scott Collier
WMPID4820,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,House,yes,Tristan Miller
WMPID850,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Michael_Burgess.jpg,House,yes,Michael Burgess
WMPID851,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/ChristopherClaytor-Photo.jpg,House,yes,Chris Claytor
WMPID2304,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/MaclovioPerezJr..jpg,House,yes,Maclovio Jr Perez
WMPID3721,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/_Cassy-Garcia_.PNG,House,yes,Cassandra Garcia
WMPID2315,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jasmine-Crockett.jpg,House,yes,Jasmine Crockett
WMPID3919,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/dwalker.jpg,House,yes,Deborah Walker
WMPID3593,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/James_Rodgers.jpg,House,yes,James Byron Rodgers
WMPID853,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/John_Carter.jpg,House,yes,John Carter
WMPID4519,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Antonio-Swad.PNG,House,yes,Antonio Swad
WMPID854,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Roger_Williams_official_congressional_photo.jpg,House,yes,Roger Williams
WMPID855,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Marc_Veasey.jpg,House,yes,Marc Veasey
WMPID2240,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Marc_Veasey.jpg,House,yes,Patrick David Gillespie
WMPID1665,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Mayra_Flores.jpg,House,yes,Mayra Nohemi Flores
WMPID856,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/JoaquinCastro.jpg,House,yes,Joaquin Castro
WMPID4581,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Claudia_Zapata2.JPG,House,yes,Claudia Andreana Zapata
WMPID3613,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Greg-Casar.PNG,House,yes,Greg Casar
WMPID3449,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Jon-Haire.jpg,House,yes,Marvin Jonathan Haire
WMPID3634,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Duncan_Klussmann.png,House,yes,Duncan Foster Klussmann
WMPID4933,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Joel-Dejean.PNG,House,yes,Joel Dejean
WMPID3504,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Rick-Jones-UT.PNG,House,yes,Rick Jones
WMPID857,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Chris-Stewart.jpg,House,yes,Chris Stewart
WMPID3382,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JayMcFarland.jpg,House,yes,Jay Jaymac Mcfarland
WMPID2358,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/NicholasMitchell.jpeg,House,yes,Nicholas Mitchell
WMPID3274,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Chris-Stewart.jpg,House,yes,Cassie Easley
WMPID4250,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Glenn_J_Wright1.jpeg,House,yes,Glenn Wright
WMPID2124,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/mstoddard.jpeg,House,yes,Michael Stoddard
WMPID2610,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/JanuaryWalker.png,House,yes,January Walker
WMPID4367,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,House,yes,Austin Ryan Nichols
WMPID3620,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/HerbJones.jpg,House,yes,Herbert Carroll Jr Jones
WMPID2896,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/JenniferKiggans.png,House,yes,Jennifer Kiggans
WMPID1938,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Terry_Namkung.jpeg,House,yes,Terry Tolbert Namkung
WMPID2345,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Joshua_Throneburg.jpg,House,yes,Joshua Throneburg
WMPID2756,https://scontent-lga3-2.xx.fbcdn.net/v/t39.30808-6/217703342_101955898838594_653786753802498735_n.jpg?_nc_cat=107&ccb=1-7&_nc_sid=09cbfe&_nc_ohc=sYzHjbAxdgkAX8Z0OX-&_nc_ht=scontent-lga3-2.xx&oh=00_AfBvqiu6-cqNyEzIEE9T8ylTPtlzdn-sJ9P4c7GCzntULg&oe=63BC3368,House,yes,Daniel Joseph Lebeau
WMPID3408,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/VegaYesli.jpg,House,yes,Yesli Vega
WMPID3008,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/KarinaLipsman.jpeg,House,yes,Karina Lipsman
WMPID3582,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Teddy_Fikre.jpg,House,yes,Theodore Fikre
WMPID2144,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Taysha-DeVaughan.PNG,House,yes,Taysha Lee Devaughan
WMPID4716,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/hungcao.jpg,House,yes,Hung Cao
WMPID3319,,House,yes,Jeramy Olmack
WMPID4161,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/JamesMyles.jpeg,House,yes,James Myles
WMPID858,,House,yes,Stacey Plaskett
WMPID5069,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,House,yes,Barbara Nolfi
WMPID2308,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Becca-Balint.PNG,House,yes,Rebecca Becca Balint
WMPID2620,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Liam_Madden.png,House,yes,Liam Madden
WMPID2621,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Vincent_Cavaleri.jpg,House,yes,Vincent Cavaleri
WMPID1582,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Dan-Matthews.PNG,House,yes,Dan Matthews
WMPID3363,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/JoeKent_WA.jpg,House,yes,Joseph Kent
WMPID3256,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Marie_Gluesenkamp_Perez.PNG,House,yes,Marie Gluesenkamp Perez
WMPID3849,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Doug-White.PNG,House,yes,Doug White
WMPID3166,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/NatashaHill.jpg,House,yes,Natasha Hill
WMPID859,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Derek_Kilmer_113th_Congress.jpg,House,yes,Derek Kilmer
WMPID3263,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Paul_Glumaz.jpeg,House,yes,Paul Glumaz
WMPID4897,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Cliff-Moon.PNG,House,yes,Clifford Moon
WMPID860,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/KeithSwank.jpg,House,yes,Keith Swank
WMPID2880,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Matt_Larkin1.jpg,House,yes,Matt Larkin
WMPID2029,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Ann-Roe.PNG,House,yes,Ann Roe
WMPID861,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/400px-Mark_Pocan_official_photo.jpg,House,yes,Mark Pocan
WMPID3729,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Charity_Barry.jpeg,House,yes,Charity Barry
WMPID4549,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Erik-Olsen.PNG,House,yes,Erik Olsen
WMPID2537,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Brad_Pfaff.jpg,House,yes,Brad Pfaff
WMPID2197,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/MikeVanSomeren.jpg,House,yes,Mike Van Someren
WMPID3315,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,House,yes,Jim Kidd Kidd
WMPID3010,https://cdn.ballotpedia.org/images/f/fb/Silhouette_Placeholder_Image.png,House,yes,George Kellogg
WMPID4954,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Richard_Ausman.jpeg,House,yes,Richard Ausman
WMPID2847,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jacob_VandenPlas.jpg,House,yes,Jacob John Vandenplas
WMPID3750,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Paul_Boucher.jpg,House,yes,Paul David Boucher
WMPID1615,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Barry_Wendell.jpg,House,yes,Barry Lee Wendell
WMPID5149,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Richard_Brubaker.jpg,House,yes,Richard Brubaker
WMPID4061,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Harriet-Hageman.PNG,House,yes,Harriet Hageman
WMPID4514,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Marissa_Selvig.PNG,House,yes,Marissa Joy Selvig
WMPID5100,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Thomas__Casson.PNG,House,yes,Thomas Casson
WMPID862,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Gary_Palmer_official_congressional_photo.jpg,House,yes,Gary Palmer
WMPID863,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/French_Hill_official_photo.jpg,House,yes,French Hill
WMPID864,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Bruce_Westerman_official_congressional_photo.jpg,House,yes,Bruce Westerman
WMPID865,,House,yes,Amata Coleman Radewagen
WMPID866,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/David-Schweikert.PNG,House,yes,David Schweikert
WMPID867,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Ruben_Gallego.jpg,House,yes,Ruben Gallego
WMPID870,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/1200px-Ro_Khanna__official_portrait__115th_Congress_fixed.jpg,House,yes,Ro Khanna
WMPID871,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Zoe-Lofgren.PNG,House,yes,Zoe Lofgren
WMPID872,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Jim-Costa.PNG,House,yes,Jim Costa
WMPID873,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Maxine_Waters.jpg,House,yes,Maxine Waters
WMPID874,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Rep_Ted_Lieu.jpg,House,yes,Ted Lieu
WMPID875,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Norma_Torres_official_portrait.jpg,House,yes,Norma Torres
WMPID878,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Ken_Buck_official_congressional_photo.jpg,House,yes,Ken Buck
WMPID880,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Alan-Cohn.PNG,House,yes,Alan Cohn
WMPID881,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Debbie-Wasserman-Schulz.PNG,House,yes,Debbie Wasserman Schultz
WMPID882,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Buddy_Carter__Official_Portrait__114th_Congress-7_fixed.jpg,House,yes,Buddy Carter
WMPID1748,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Mike-Collins.PNG,House,yes,Michael Jr Collins
WMPID883,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/CongLoudermilk.jpg,House,yes,Barry Loudermilk
WMPID4985,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Bryan_Jack_Holder_head_shot_8-23-2018.jpg,House,yes,Bryan Jack Holder
WMPID886,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Danny_K._Davis.jpg,House,yes,Danny K Davis
WMPID887,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Mike_Bost_official_congressional_photo.jpg,House,yes,Mike Bost
WMPID4140,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/GeoffYoungGovernorCand.jpg,House,yes,Geoffrey Young
WMPID889,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Garret_Graves_official_congressional_photo.jpg,House,yes,Garret Graves
WMPID890,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/James_P_McGovern.jpg,House,yes,James P McGovern
WMPID891,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Katherine_Clark.jpg,House,yes,Katherine Clark
WMPID892,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Seth_Moulton.jpg,House,yes,Seth Moulton
WMPID4254,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Bruce_Poliquin_official_congressional_photo.jpeg,House,yes,Bruce Lee Poliquin
WMPID894,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/John_Moolenaar.jpg,House,yes,John Moolenaar
WMPID895,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Tim_Walberg.jpg,House,yes,Tim Walberg
WMPID896,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/ddingell.jpg,House,yes,Debbie Dingell
WMPID897,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/100/100/Tom_Emmer.png,House,yes,Tom Emmer
